Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,dolv_125, market_cap 
APG,APi Group Corp,Common Stock,18.89,3200000000,Industrials,Construction & Engineering,Construction & Engineering,15636459.78,small
AGI,Alamos Gold Inc,Common Stock,8.15,3200000000,Materials,Metals & Mining,Gold,25116456.89,small
ENR,Energizer Holdings Inc,Common Stock,46.82,3200000000,Consumer Staples,Household Products,Household Products,26266255.9,small
ABCB,Ameris Bancorp,Common Stock,45.93,3190000000,Financials,Banks,Regional Banks,13041611.23,small
NSTG,NanoString Technologies Inc,Common Stock,82.78,3180000000,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services,34177270.5,small
SOGO,Sogou Inc,Depository Receipt,8.26,3170000000,Communication Services,Interactive Media & Services,Interactive Media & Services,9453562.436,small
JOE,St. Joe Co (The),Common Stock,53.68,3160000000,Real Estate,Real Estate Management & Development,Diversified Real Estate Activities,11439244.92,small
IGMS,IGM Biosciences Inc,Common Stock,102.95,3160000000,Health Care,Biotechnology,Biotechnology,19821466.7,small
ISBC,Investors Bancorp Inc,Common Stock,12.705,3150000000,Financials,Banks,Regional Banks,25909213.24,small
WOR,Worthington Industries Inc.,Common Stock,59.7,3150000000,Materials,Metals & Mining,Steel,13189994.39,small
ETRN,Equitrans Midstream Corp,Common Stock,7.25,3140000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation,40346677.52,small
ITCI,Intra-Cellular Therapies Inc,Common Stock,39.08,3130000000,Health Care,Pharmaceuticals,Pharmaceuticals,38228378.41,small
CAR,Avis Budget Group Inc,Common Stock,44.75,3130000000,Industrials,Road & Rail,Trucking,63260444,small
BMI,Badger Meter Inc.,Common Stock,107.48,3130000000,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,14586637.91,small
PSMT,PriceSmart Inc,Common Stock,101.49,3120000000,Consumer Staples,Food & Staples Retailing,Hypermarkets & Super Centers,9952713.608,small
ACA,Arcosa Inc,Common Stock,64.57,3120000000,Industrials,Construction & Engineering,Construction & Engineering,13276749.67,small
CNO,CNO Financial Group Inc,Common Stock,23.03,3120000000,Financials,Insurance,Life & Health Insurance,18490598.93,small
SSTK,Shutterstock Inc,Common Stock,86,3110000000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,21122622.22,small
HLNE,Hamilton Lane Inc,Common Stock,89.14,3110000000,Financials,Capital Markets,Asset Management & Custody Banks,16691414.98,small
NOAH,Noah Holdings Ltd,Depository Receipt,50.39,3110000000,Financials,Capital Markets,Asset Management & Custody Banks,8510972.083,small
KMT,Kennametal Inc.,Common Stock,37.27,3110000000,Industrials,Machinery,Industrial Machinery,21766211.49,small
DORM,Dorman Products Inc,Common Stock,95.81,3100000000,Consumer Discretionary,Auto Components,Auto Parts & Equipment,12714712.15,small
NSP,Insperity Inc.,Common Stock,80.89,3100000000,Industrials,Professional Services,Human Resource & Employment Services,19891794.66,small
MCY,Mercury General Corp,Common Stock,55.97,3100000000,Financials,Insurance,Property & Casualty Insurance,10185010.03,small
NG,NovaGold Resources Inc,Common Stock,9.37,3100000000,Materials,Metals & Mining,Gold,15901262,small
MATX,Matson Inc,Common Stock,71.8,3090000000,Industrials,Marine,Marine,12179478.53,small
ROCK,Gibraltar Industries Inc,Common Stock,95.02,3090000000,Industrials,Building Products,Building Products,15030630.55,small
AIT,Applied Industrial Technologies Inc,Common Stock,79.47,3090000000,Industrials,Trading Companies & Distributors,Trading Companies & Distributors,12465712.97,small
COLB,Columbia Banking System Inc,Common Stock,43.08,3090000000,Financials,Banks,Regional Banks,11168332.61,small
COMM,CommScope Holding Co Inc,Common Stock,15.6,3070000000,Information Technology,Communications Equipment,Communications Equipment,29426744.42,small
WD,Walker & Dunlop Inc,Common Stock,100.36,3070000000,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,14066211.84,small
MAXR,Maxar Technologies Inc,Common Stock,50.27,3070000000,Industrials,Aerospace & Defense,Aerospace & Defense,45323566.68,small
MMYT,MakeMyTrip Ltd,Common Stock,29.73,3060000000,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,10123672.61,small
VEON,VEON Ltd,Depository Receipt,1.755,3060000000,Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,5912770.392,small
KFY,Korn Ferry,Common Stock,56.52,3060000000,Industrials,Professional Services,Human Resource & Employment Services,13639437.84,small
CSOD,Cornerstone OnDemand Inc,Common Stock,47.43,3060000000,Information Technology,Software,Application Software,18360493.89,small
LAUR,Laureate Education Inc,Common Stock,14.56,3060000000,Consumer Discretionary,Diversified Consumer Services,Education Services,11699019.85,small
ONTO,Onto Innovation Inc,Common Stock,62.41,3050000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,12355484.05,small
ABG,Asbury Automotive Group Inc,Common Stock,157.99,3050000000,Consumer Discretionary,Specialty Retail,Automotive Retail,26398205.04,small
SI,Silvergate Capital Corp,Common Stock,162.71,3040000000,Financials,Banks,Regional Banks,42814176.85,small
AMRN,Amarin Corp PLC,Depository Receipt,7.82,3040000000,Health Care,Biotechnology,Biotechnology,46060982.73,small
SHOO,Steven Madden Ltd,Common Stock,36.56,3040000000,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear,21511502.31,small
BLUE,bluebird bio Inc,Common Stock,45.76,3040000000,Health Care,Biotechnology,Biotechnology,47566597.53,small
GHC,Graham Holdings Co,Common Stock,606.24,3030000000,Consumer Discretionary,Diversified Consumer Services,Education Services,11775251.63,small
ALXO,Alx Oncology Holdings Inc,Common Stock,81.77,3030000000,Health Care,Biotechnology,Biotechnology,11499732.87,small
EAT,Brinker International Inc.,Common Stock,66.8,3030000000,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,72321859.71,small
LGIH,LGI Homes Inc,Common Stock,120.78,3030000000,Consumer Discretionary,Household Durables,Homebuilding,31465796.15,small
HGV,Hilton Grand Vacations Inc,Common Stock,35.64,3030000000,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",18589689.37,small
URBN,Urban Outfitters Inc,Common Stock,31.01,3030000000,Consumer Discretionary,Specialty Retail,Apparel Retail,51780443.68,small
MC,Moelis & Co,Common Stock,54.65,3030000000,Financials,Capital Markets,Investment Banking & Brokerage,18218250.99,small
NNOX,Nano X Imaging Ltd,Common Stock,65.97,3010000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,114146702,small
KLIC,Kulicke and Soffa Industries Inc,Common Stock,48.5,3010000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,18465787.95,small
BXS,BancorpSouth Bank,Common Stock,29.34,3010000000,Financials,Banks,Regional Banks,10027644.47,small
JJSF,J & J Snack Foods Corp,Common Stock,158.48,3000000000,Consumer Staples,Food Products,Packaged Foods & Meats,19305478,small
HP,Helmerich & Payne Inc.,Common Stock,27.85,3000000000,Energy,Energy Equipment & Services,Oil & Gas Drilling,33266232.36,small
ATRC,AtriCure Inc,Common Stock,66.59,3000000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,17059415.88,small
FUL,H.B. Fuller Co.,Common Stock,57.75,3000000000,Materials,Chemicals,Specialty Chemicals,20436722.9,small
GBT,Global Blood Therapeutics Inc,Common Stock,48.5,3000000000,Health Care,Biotechnology,Biotechnology,56466845.4,small
NSIT,Insight Enterprises Inc,Common Stock,85.22,2990000000,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors,14330594.48,small
IBTX,Independent Bank Group Inc,Common Stock,69.14,2980000000,Financials,Banks,Regional Banks,13098883.28,small
NUVA,NuVasive Inc,Common Stock,58.09,2980000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,41092454.42,small
KYMR,Kymera Therapeutics Inc,Common Stock,66.38,2980000000,Health Care,Biotechnology,Biotechnology,9423241.436,small
SAVE,Spirit Airlines Inc,Common Stock,30.49,2980000000,Industrials,Airlines,Airlines,162528772.5,small
CATY,Cathay General Bancorp,Common Stock,37.46,2980000000,Financials,Banks,Regional Banks,10555266.89,small
JW-A,John Wiley & Sons Inc.,Common Stock,53.11,2970000000,Communication Services,Media,Publishing,11011178.14,small
BOX,Box Inc,Common Stock,19.09,2970000000,Information Technology,Software,Application Software,39290118.53,small
XNCR,Xencor Inc,Common Stock,51.65,2960000000,Health Care,Biotechnology,Biotechnology,11984864.85,small
JKS,JinkoSolar Holding Co Ltd,Depository Receipt,65.35,2960000000,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,341728356,small
CCOI,Cogent Communications Holdings Inc,Common Stock,62.38,2950000000,Communication Services,Diversified Telecommunication Services,Alternative Carriers,23931972.6,small
ONB,Old National Bancorp,Common Stock,17.85,2950000000,Financials,Banks,Regional Banks,9967465.235,small
MEOH,Methanex Corp,Common Stock,38.6,2940000000,Materials,Chemicals,Commodity Chemicals,13284412.08,small
CWT,California Water Service Group,Common Stock,58.96,2940000000,Utilities,Water Utilities,Water Utilities,10926559.96,small
PING,Ping Identity Holding Corp,Common Stock,36.25,2940000000,Information Technology,Software,Systems Software,30382323.04,small
CNX,CNX Resources Corp,Common Stock,13.32,2940000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,46942372.57,small
AWR,American States Water Co,Common Stock,79.51,2930000000,Utilities,Water Utilities,Water Utilities,15140654.42,small
GSHD,Goosehead Insurance Inc,Common Stock,167.47,2930000000,Financials,Insurance,Insurance Brokers,16826139.06,small
AQUA,Evoqua Water Technologies Corp,Common Stock,24.71,2930000000,Industrials,Machinery,Industrial Machinery,26130106.18,small
EXLS,ExlService Holdings Inc,Common Stock,86.02,2920000000,Information Technology,IT Services,Data Processing & Outsourced Services,11696780.59,small
ASB,Associated Banc-Corp,Common Stock,18.99,2920000000,Financials,Banks,Regional Banks,19059246.67,small
HYFM,Hydrofarm Holdings Group Inc,Common Stock,92.13,2920000000,Industrials,Machinery,Agricultural & Farm Machinery,33620115.92,small
ACCD,Accolade Inc,Common Stock,52.77,2910000000,Health Care,Health Care Technology,Health Care Technology,23667013.2,small
SFNC,Simmons First National Corp,Common Stock,26.94,2910000000,Financials,Banks,Regional Banks,10032119.56,small
GDOT,Green Dot Corp,Common Stock,54.42,2910000000,Financials,Consumer Finance,Consumer Finance,29030277.48,small
WERN,Werner Enterprises Inc.,Common Stock,42.74,2900000000,Industrials,Road & Rail,Trucking,31110031.07,small
ATKR,Atkore International Group Inc,Common Stock,62.24,2900000000,Industrials,Electrical Equipment,Electrical Components & Equipment,15211747.91,small
VIE,Viela Bio Inc,Common Stock,52.87,2900000000,Health Care,Biotechnology,Biotechnology,19134682.74,small
RCII,Rent-A-Center Inc,Common Stock,53.4,2890000000,Consumer Discretionary,Specialty Retail,Computer & Electronics Retail,21045771.28,small
NGVT,Ingevity Corp,Common Stock,69.96,2890000000,Materials,Chemicals,Specialty Chemicals,15798543.94,small
CWST,Casella Waste Systems Inc,Common Stock,59.68,2890000000,Industrials,Commercial Services & Supplies,Environmental & Facilities Services,15962434.21,small
SMPL,Simply Good Foods Co (The),Common Stock,30.08,2880000000,Consumer Staples,Food Products,Packaged Foods & Meats,22772283.98,small
JELD,JELD-WEN Holding Inc,Common Stock,28.55,2870000000,Industrials,Building Products,Building Products,10644013.55,small
DY,Dycom Industries Inc.,Common Stock,89.94,2870000000,Industrials,Construction & Engineering,Construction & Engineering,27729954.71,small
YQ,17 Education & Technology Group Inc,Depository Receipt,15.4001,2870000000,Consumer Discretionary,Diversified Consumer Services,Education Services,42420244.19,small
CYRX,Cryoport Inc,Common Stock,73.49,2860000000,Health Care,Health Care Equipment & Supplies,Health Care Equipment,44925573.78,small
CVBF,CVB Financial Corp,Common Stock,21.11,2860000000,Financials,Banks,Regional Banks,8103937.478,small
LGF-B,Lions Gate Entertainment Corp,Common Stock,12.93,2860000000,Communication Services,Entertainment,Movies & Entertainment,7600811.317,small
PLMR,Palomar Holdings Inc,Common Stock,111.69,2850000000,Financials,Insurance,Property & Casualty Insurance,28807686.71,small
NWE,NorthWestern Corp,Common Stock,56.47,2850000000,Utilities,Multi-Utilities,Multi-Utilities,17496839.77,small
PDCE,PDC Energy Inc,Common Stock,28.6,2850000000,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,19769719.02,small
USM,United States Cellular Corp,Common Stock,32.91,2830000000,Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,4408961.249,small
GPI,Group 1 Automotive Inc.,Common Stock,154.44,2830000000,Consumer Discretionary,Specialty Retail,Automotive Retail,25891728.19,small
ARNC,Arconic Corp,Common Stock,25.9,2830000000,Materials,Metals & Mining,Aluminum,20917317.04,small
ELY,Callaway Golf Co,Common Stock,29.93,2820000000,Consumer Discretionary,Leisure Products,Leisure Products,42811282.45,small
PTVE,Pactiv Evergreen Inc,Common Stock,16.06,2820000000,Materials,Containers & Packaging,Paper Packaging,12367277.15,small
DCPH,Deciphera Pharmaceuticals Inc,Common Stock,49.02,2820000000,Health Care,Biotechnology,Biotechnology,20561136.04,small
SUM,Summit Materials Inc,Common Stock,24.68,2820000000,Materials,Construction Materials,Construction Materials,24284703.42,small
TPIC,TPI Composites Inc,Common Stock,78.73,2810000000,Industrials,Electrical Equipment,Heavy Electrical Equipment,29572259.6,small
FHI,Federated Hermes Inc,Common Stock,28.17,2800000000,Financials,Capital Markets,Asset Management & Custody Banks,16708942.62,small
AUB,Atlantic Union Bankshares Corp,Common Stock,35.5,2790000000,Financials,Banks,Regional Banks,6877264.185,small
UCBI,United Community Banks Inc,Common Stock,32.24,2790000000,Financials,Banks,Regional Banks,12160966.16,small
PRMW,Primo Water Corp,Common Stock,17.43,2790000000,Consumer Staples,Beverages,Soft Drinks,17774421.43,small
AXSM,Axsome Therapeutics Inc,Common Stock,74.66,2790000000,Health Care,Pharmaceuticals,Pharmaceuticals,25819382.08,small
CBT,Cabot Corp,Common Stock,49.09,2780000000,Materials,Chemicals,Commodity Chemicals,12815262.48,small
LGND,Ligand Pharmaceuticals Inc,Common Stock,172.41,2780000000,Health Care,Biotechnology,Biotechnology,58981410.83,small
MIME,Mimecast Ltd,Common Stock,43.06,2770000000,Information Technology,Software,Application Software,30562606.18,small
TTGT,TechTarget Inc,Common Stock,98.77,2770000000,Communication Services,Media,Advertising,15480282.57,small
MIC,Macquarie Infrastructure Corp,Common Stock,31.78,2770000000,Industrials,Transportation Infrastructure,Airport Services,27232285.15,small
SCL,Stepan Co,Common Stock,123.18,2770000000,Materials,Chemicals,Specialty Chemicals,9819632.108,small
THS,TreeHouse Foods Inc,Common Stock,49.44,2760000000,Consumer Staples,Food Products,Packaged Foods & Meats,26974089.97,small
TRQ,Turquoise Hill Resources Ltd,Common Stock,13.73,2760000000,Materials,Metals & Mining,Diversified Metals & Mining,6885404.379,small
SSYS,Stratasys Ltd,Common Stock,50.12,2760000000,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",36192834,small
GRWG,GrowGeneration Corp,Common Stock,56.89,2760000000,Consumer Discretionary,Specialty Retail,Home Improvement Retail,129402108.1,small
